,brand,model,price_in_pln,mileage,gearbox,engine_capacity,fuel_type,city,voivodeship,year
52477,peugeot,Peugeot 106 1.4 Sport,8900.0,175 000 km,manual,1 361 cm3,Benzyna,Radziechowy,Śląskie,1999
52478,peugeot,Peugeot 806,3900.0,175 000 km,manual,1 361 cm3,Benzyna,Ożarów Mazowiecki,Mazowieckie,1999
52479,peugeot,Peugeot 206 1.4 Mistral,4499.0,232 872 km,manual,1 124 cm3,Benzyna,Tarnów,Małopolskie,1999
52480,peugeot,Peugeot 306 1.4 XN,1900.0,232 872 km,manual,1 124 cm3,Benzyna,Warszawa,Mazowieckie,1999
52481,peugeot,Peugeot 605 3.0 SV,24900.0,177 653 km,manual,1 587 cm3,Benzyna,Leżajsk,Podkarpackie,1996
52482,peugeot,Peugeot 406 2.0 ST,3600.0,177 653 km,manual,1 587 cm3,Benzyna,Łódź,Łódzkie,1996
52483,peugeot,Peugeot 605 2.5 SVDT,12900.0,166 200 km,manual,1 124 cm3,Benzyna,Nowy Sącz,Małopolskie,1996
52484,peugeot,Peugeot 106 1.1 Classic,3900.0,166 200 km,manual,1 124 cm3,Benzyna,Warszawa,Mazowieckie,1996
52485,peugeot,Peugeot 407,4999.0,149 623 km,manual,1 361 cm3,Benzyna,Komorniki,Wielkopolskie,1999
52486,peugeot,Peugeot 206 1.1 Color-Line,4990.0,149 623 km,manual,1 361 cm3,Benzyna,Rzuchów,Śląskie,1999
52487,peugeot,Peugeot 106,6500.0,422 000 km,manual,1 998 cm3,Benzyna+LPG,Rzeszów,Podkarpackie,1997
52488,peugeot,Peugeot 206 1.1 XR Presence,5100.0,422 000 km,manual,1 998 cm3,Benzyna+LPG,Kraków,Małopolskie,1997
52489,peugeot,Peugeot 206,3500.0,220 000 km,manual,1 360 cm3,Benzyna,Warszawa,Mazowieckie,1998
52490,peugeot,Peugeot 306 1.6 XN,2800.0,220 000 km,manual,1 360 cm3,Benzyna,Kielce,Świętokrzyskie,1998
52491,peugeot,Peugeot 406 2.0 ST,3900.0,181 887 km,manual,1 360 cm3,Benzyna,Wrocław,Dolnośląskie,1997
52492,peugeot,Peugeot 306 1.4 XN,9500.0,181 887 km,manual,1 360 cm3,Benzyna,Chyliczki,Mazowieckie,1997
52493,peugeot,Peugeot 206 1.4 Mistral,5900.0,170 000 km,manual,2 963 cm3,Benzyna,Zduńska Wola,Łódzkie,1996
52494,peugeot,Peugeot 406 2.0 ST,6900.0,170 000 km,manual,2 963 cm3,Benzyna,Zielonki Parcela,Mazowieckie,1996
52495,peugeot,Peugeot 306,1750.0,219 333 km,manual,1 998 cm3,Benzyna+LPG,Bielsko-Biała,Śląskie,1999
52496,peugeot,Peugeot 106 1.0 Sketch,3650.0,219 333 km,manual,1 998 cm3,Benzyna+LPG,Nysa,Opolskie,1999
52497,peugeot,Peugeot 106,3000.0,253 000 km,manual,2 445 cm3,Diesel,Gdynia,Pomorskie,1995
52498,peugeot,Peugeot 406 3.0,28500.0,253 000 km,manual,2 445 cm3,Diesel,Radomsko,Łódzkie,1995
52499,peugeot,Peugeot 406,4900.0,254 805 km,manual,1 905 cm3,Diesel,Czechowice-Dziedzice,Śląskie,1998
52500,peugeot,Peugeot 406,4200.0,254 805 km,manual,1 905 cm3,Diesel,Warszawa,Mazowieckie,1998
52501,peugeot,Peugeot 206 1.1 X-Line,3199.0,544 000 km,manual,1 997 cm3,Benzyna+LPG,Białystok,Podlaskie,1999
52502,peugeot,Peugeot Boxer,5699.0,544 000 km,manual,1 997 cm3,Benzyna+LPG,Białystok,Podlaskie,1999
52503,peugeot,Peugeot 306 1.4 XN,6000.0,212 112 km,manual,1 124 cm3,Benzyna,Kowale,Pomorskie,1999
52504,peugeot,Peugeot 206 1.1 Color-Line,2450.0,212 112 km,manual,1 124 cm3,Benzyna,Bydgoszcz,Kujawsko-pomorskie,1999
52505,peugeot,Peugeot 306,4900.0,213 123 km,manual,2 500 cm3,Diesel,Gostyń,Wielkopolskie,1999
52506,peugeot,Peugeot 205,6900.0,213 123 km,manual,2 500 cm3,Diesel,Wojcieszów,Dolnośląskie,1999
52507,peugeot,Peugeot 106 1.4 Sport,8900.0,175 000 km,manual,1 361 cm3,Benzyna,Radziechowy,Śląskie,1999
52508,peugeot,Peugeot 806,3900.0,175 000 km,manual,1 361 cm3,Benzyna,Ożarów Mazowiecki,Mazowieckie,1999
52509,peugeot,Peugeot 206 1.4 Mistral,4499.0,232 872 km,manual,1 124 cm3,Benzyna,Tarnów,Małopolskie,1999
52510,peugeot,Peugeot 306 1.4 XN,1900.0,232 872 km,manual,1 124 cm3,Benzyna,Warszawa,Mazowieckie,1999
52511,peugeot,Peugeot 605 3.0 SV,24900.0,177 653 km,manual,1 587 cm3,Benzyna,Leżajsk,Podkarpackie,1996
52512,peugeot,Peugeot 406 2.0 ST,3600.0,177 653 km,manual,1 587 cm3,Benzyna,Łódź,Łódzkie,1996
52513,peugeot,Peugeot 605 2.5 SVDT,12900.0,166 200 km,manual,1 124 cm3,Benzyna,Nowy Sącz,Małopolskie,1996
52514,peugeot,Peugeot 106 1.1 Classic,3900.0,166 200 km,manual,1 124 cm3,Benzyna,Warszawa,Mazowieckie,1996
52515,peugeot,Peugeot 407,4999.0,149 623 km,manual,1 361 cm3,Benzyna,Komorniki,Wielkopolskie,1999
52516,peugeot,Peugeot 206 1.1 Color-Line,4990.0,149 623 km,manual,1 361 cm3,Benzyna,Rzuchów,Śląskie,1999
52517,peugeot,Peugeot 106,6500.0,422 000 km,manual,1 998 cm3,Benzyna+LPG,Rzeszów,Podkarpackie,1997
52518,peugeot,Peugeot 206 1.1 XR Presence,5100.0,422 000 km,manual,1 998 cm3,Benzyna+LPG,Kraków,Małopolskie,1997
52519,peugeot,Peugeot 206,3500.0,220 000 km,manual,1 360 cm3,Benzyna,Warszawa,Mazowieckie,1998
52520,peugeot,Peugeot 306 1.6 XN,2800.0,220 000 km,manual,1 360 cm3,Benzyna,Kielce,Świętokrzyskie,1998
52521,peugeot,Peugeot 406 2.0 ST,3900.0,181 887 km,manual,1 360 cm3,Benzyna,Wrocław,Dolnośląskie,1997
52522,peugeot,Peugeot 306 1.4 XN,9500.0,181 887 km,manual,1 360 cm3,Benzyna,Chyliczki,Mazowieckie,1997
52523,peugeot,Peugeot 206 1.4 Mistral,5900.0,170 000 km,manual,2 963 cm3,Benzyna,Zduńska Wola,Łódzkie,1996
52524,peugeot,Peugeot 406 2.0 ST,6900.0,170 000 km,manual,2 963 cm3,Benzyna,Zielonki Parcela,Mazowieckie,1996
52525,peugeot,Peugeot 306,1750.0,219 333 km,manual,1 998 cm3,Benzyna+LPG,Bielsko-Biała,Śląskie,1999
52526,peugeot,Peugeot 106 1.0 Sketch,3650.0,219 333 km,manual,1 998 cm3,Benzyna+LPG,Nysa,Opolskie,1999
52527,peugeot,Peugeot 106,3000.0,253 000 km,manual,2 445 cm3,Diesel,Gdynia,Pomorskie,1995
52528,peugeot,Peugeot 406 3.0,28500.0,253 000 km,manual,2 445 cm3,Diesel,Radomsko,Łódzkie,1995
52529,peugeot,Peugeot 406,4900.0,254 805 km,manual,1 905 cm3,Diesel,Czechowice-Dziedzice,Śląskie,1998
52530,peugeot,Peugeot 406,4200.0,254 805 km,manual,1 905 cm3,Diesel,Warszawa,Mazowieckie,1998
52531,peugeot,Peugeot 206 1.1 X-Line,3199.0,544 000 km,manual,1 997 cm3,Benzyna+LPG,Białystok,Podlaskie,1999
52532,peugeot,Peugeot Boxer,5699.0,544 000 km,manual,1 997 cm3,Benzyna+LPG,Białystok,Podlaskie,1999
52533,peugeot,Peugeot 306 1.4 XN,6000.0,212 112 km,manual,1 124 cm3,Benzyna,Kowale,Pomorskie,1999
52534,peugeot,Peugeot 206 1.1 Color-Line,2450.0,212 112 km,manual,1 124 cm3,Benzyna,Bydgoszcz,Kujawsko-pomorskie,1999
52535,peugeot,Peugeot 306,4900.0,213 123 km,manual,2 500 cm3,Diesel,Gostyń,Wielkopolskie,1999
52536,peugeot,Peugeot 205,6900.0,213 123 km,manual,2 500 cm3,Diesel,Wojcieszów,Dolnośląskie,1999
52537,peugeot,Peugeot 106 1.4 Sport,8900.0,175 000 km,manual,1 361 cm3,Benzyna,Radziechowy,Śląskie,1999
52538,peugeot,Peugeot 806,3900.0,175 000 km,manual,1 361 cm3,Benzyna,Ożarów Mazowiecki,Mazowieckie,1999
52539,peugeot,Peugeot 206 1.4 Mistral,4499.0,232 872 km,manual,1 124 cm3,Benzyna,Tarnów,Małopolskie,1999
52540,peugeot,Peugeot 306 1.4 XN,1900.0,232 872 km,manual,1 124 cm3,Benzyna,Warszawa,Mazowieckie,1999
52541,peugeot,Peugeot 605 3.0 SV,24900.0,177 653 km,manual,1 587 cm3,Benzyna,Leżajsk,Podkarpackie,1996
52542,peugeot,Peugeot 406 2.0 ST,3600.0,177 653 km,manual,1 587 cm3,Benzyna,Łódź,Łódzkie,1996
52543,peugeot,Peugeot 605 2.5 SVDT,12900.0,166 200 km,manual,1 124 cm3,Benzyna,Nowy Sącz,Małopolskie,1996
52544,peugeot,Peugeot 106 1.1 Classic,3900.0,166 200 km,manual,1 124 cm3,Benzyna,Warszawa,Mazowieckie,1996
52545,peugeot,Peugeot 407,4999.0,149 623 km,manual,1 361 cm3,Benzyna,Komorniki,Wielkopolskie,1999
52546,peugeot,Peugeot 206 1.1 Color-Line,4990.0,149 623 km,manual,1 361 cm3,Benzyna,Rzuchów,Śląskie,1999
52547,peugeot,Peugeot 106,6500.0,422 000 km,manual,1 998 cm3,Benzyna+LPG,Rzeszów,Podkarpackie,1997
52548,peugeot,Peugeot 206 1.1 XR Presence,5100.0,422 000 km,manual,1 998 cm3,Benzyna+LPG,Kraków,Małopolskie,1997
52549,peugeot,Peugeot 206,3500.0,220 000 km,manual,1 360 cm3,Benzyna,Warszawa,Mazowieckie,1998
52550,peugeot,Peugeot 306 1.6 XN,2800.0,220 000 km,manual,1 360 cm3,Benzyna,Kielce,Świętokrzyskie,1998
52551,peugeot,Peugeot 406 2.0 ST,3900.0,181 887 km,manual,1 360 cm3,Benzyna,Wrocław,Dolnośląskie,1997
52552,peugeot,Peugeot 306 1.4 XN,9500.0,181 887 km,manual,1 360 cm3,Benzyna,Chyliczki,Mazowieckie,1997
52553,peugeot,Peugeot 206 1.4 Mistral,5900.0,170 000 km,manual,2 963 cm3,Benzyna,Zduńska Wola,Łódzkie,1996
52554,peugeot,Peugeot 406 2.0 ST,6900.0,170 000 km,manual,2 963 cm3,Benzyna,Zielonki Parcela,Mazowieckie,1996
52555,peugeot,Peugeot 306,1750.0,219 333 km,manual,1 998 cm3,Benzyna+LPG,Bielsko-Biała,Śląskie,1999
52556,peugeot,Peugeot 106 1.0 Sketch,3650.0,219 333 km,manual,1 998 cm3,Benzyna+LPG,Nysa,Opolskie,1999
52557,peugeot,Peugeot 106,3000.0,253 000 km,manual,2 445 cm3,Diesel,Gdynia,Pomorskie,1995
52558,peugeot,Peugeot 406 3.0,28500.0,253 000 km,manual,2 445 cm3,Diesel,Radomsko,Łódzkie,1995
52559,peugeot,Peugeot 406,4900.0,254 805 km,manual,1 905 cm3,Diesel,Czechowice-Dziedzice,Śląskie,1998
